date,city,loc_name,street,postal_code,latitude,longitude,category,name_event,start_time,end_time,description_short,link_event,link_image,website
15/02/2022,Mannheim,Kunsthalle,Friedrichsplatz 4,68165,49.48277778,8.475277778,Kunst,Sofia Duchovny: Going Red,10:00,undefiniert,"Im STUDIO zeigt die Kunsthalle Arbeiten von Sofia Duchovny, der diesjährigen Preisträgerin der Kunststiftung Rainer Wild. In ihren Arbeiten nutzt Duchovny flexible ... ",https://www.regioactive.de/ausstellung/sofia-duchovny-going-red-mannheim-kunsthalle-2022-02-15-r0p3yzywGN,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-11/1131611/xtralarge/invite_sofiaduchovny_mannheim_3840x2160_30fps_frameames0.jpg,Regioactive
15/02/2022,Mannheim,Kunsthalle,Friedrichsplatz 4,68165,49.48277778,8.475277778,Kunst,Fokus Sammlung – neu präsentiert,10:00,undefiniert,Die Sammlungspräsentation im Obergeschoss des Jugendstilbaus der Kunsthalle Mannheim wird ab dem 12. November 2021 komplett neu kuratiert und widmet sich dann den ... ,https://www.regioactive.de/ausstellung/fokus-sammlung-neu-praesentiert-mannheim-kunsthalle-2022-02-15-63tKpsRtBn,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-07/1109847/xtralarge/dan00920.jpg,Regioactive
15/02/2022,Mannheim,Kunsthalle,Friedrichsplatz 4,68165,49.48277778,8.475277778,Kunst,Bewegte Zeichnung - Robbie Cornelissen,10:00,undefiniert,Der Niederländer Robbie Cornelissen ist einer der bedeutendsten zeitgenössischen Zeichner. Die Ausstellung mit teils wandfüllenden Zeichnungen und ... ,https://www.regioactive.de/ausstellung/bewegte-zeichnung-robbie-cornelissen-mannheim-kunsthalle-2022-02-15-2LC01QpkLf,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-05/1102490/xtralarge/de_wachtkammer_2004_peter_cox_2005_027_kopie.jpg,Regioactive
15/02/2022,Mannheim,Marchivum,Archivplatz 1,68169,49.49999481,8.46137166,Kunst,Typisch Mannheim: Die Stadtgeschichtliche Ausstellung im MARCHIVUM,10:00,undefiniert,Die Ausstellung im MARCHIVUM zeichnet die über 400 Jahre alte Historie Mannheims auf bisher nie dagewesene Weise nach. Der Bogen reicht von der Gründung der Stadt ... ,https://www.regioactive.de/ausstellung/typisch-mannheim-die-stadtgeschichtliche-ausstellung-im-marchivum-2022-02-15-qK8qwQLBdg,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-10/1127806/xtralarge/stadtmodell_arge_tatewerk_finkemedia.jpg,Regioactive
15/02/2022,Mannheim,"RomnoKher - Haus für Kultur, Bildung und Antiziganismusforschung","B 7,16",68159,49.4920002,8.455678,Kunst,"„… vergiss die Photos nicht, das ist sehr wichtig…“ – Die Verfolgung mitteldeutscher Sinti und Roma im Nationalsozialismus",10:00,17:00,"Öffnungszeiten: 24.01.2022 bis 28.02.2022 Mo, Mi, Do 10- 17 Uhr Di 10-18 Uhr Sa, den 19.02. 12-15 Uhr (Einlassende 30 Min vor Schließung) Eröffnung 24.01. um 18:30 Uhr: ... ",https://www.regioactive.de/ausstellung/vergiss-die-photos-nicht-das-ist-sehr-wichtig-verfolgung-mitteldeutscher-sinti-und-roma-im-nationalsozialismus-mannheim-romnokher-haus-fuer-kultur-bildung-antiziganismusforschung-2022-02-15-tickets-pn1S97dM5q,https://storage.googleapis.com/leitmotiv-multi/regio-image-2022-01/1140322/xtralarge/ausstellung.jpg,Regioactive
15/02/2022,Mannheim,Reiss-Engelhorn-Museen (rem),Museum Weltkulturen D5,68159,49.48880241,8.462019269,Kunst,gesichtslos – Frauen in der Prostitution,11:00,undefiniert,"Eine Ausstellung der Beratungsstelle Amalie in Zusammenarbeit mit den Reiss-Engelhorn-Museen
Die Ausstellung „gesichtslos – Frauen in der Prostitution“ ... ",https://www.regioactive.de/ausstellung/gesichtslos-frauen-in-der-prostitution-mannheim-reiss-engelhorn-museen-rem-2022-02-15-t1Sr5B3Fts,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-06/1104192/xtralarge/amalie300_hyp_yerlikaya_9564.jpg,Regioactive
15/02/2022,Mannheim,Reiss-Engelhorn-Museen (rem),Museum Weltkulturen D5,68159,49.48880241,8.462019269,Kunst,Ägypten - Land der Unsterblichkeit,11:00,undefiniert,"Die Ausstellung findet im Museum Weltkulturen (D5) statt.
Seit 2014 ist das faszinierende Reich der Pharaonen in den Reiss-Engelhorn-Museen zu Hause. Mit dem neu ... ",https://www.regioactive.de/ausstellung/aegypten-land-der-unsterblichkeit-mannheim-reiss-engelhorn-museen-rem-2022-02-15-B8j0C7Hbd6,https://storage.googleapis.com/leitmotiv-multi/regio-image-2018-10/896219/xtralarge/20170811_aegypten_website_slider.jpg,Regioactive
15/02/2022,Mannheim,Goethe Institut e.V.,Oskar-Meixner-Straße 6,68163,49.4695906,8.4847565,Kunst,"Vom Kommen, Gehen und Bleiben / Fotoausstellung in dreieinhalb Teilen von Mirko Müller",16:00,19:00,"Die Ausstellung „Vom Kommen, Gehen und Bleiben“ ist in drei Ausstellungsorte unterteilt: Das Grundgerüst bildet das Goethe-Institut Mannheim. Hier findet man Dokumente, ... ",https://www.regioactive.de/ausstellung/vom-kommen-gehen-und-bleiben-fotoausstellung-in-dreieinhalb-teilen-von-mirko-mueller-mannheim-goethe-institut-e-v-2022-02-15-cqzc1sh8Pc,https://storage.googleapis.com/leitmotiv-multi/regio-image-2022-01/1138852/xtralarge/facebook_querformat.jpg,Regioactive
15/02/2022,Mannheim,Atelier im gesamtkunstwerk-mensch,Richard-Wagner-Ring 8d,67227,49.5384745,8.3344344,Seminar,Anthroposophie am Dienstag,18:00,19:30,"Rudolf Steiner war ein Eingeweihter der westlichen Welt. In seinen Werken und Vortragsmitschriften berichtet er von dem, was über unseren Erfahrungshorizont hinaus geht. Wer ... ",https://www.regioactive.de/seminar/anthroposophie-am-dienstag-frankenthal-atelier-im-gesamtkunstwerk-mensch-2022-02-15-B4f3l3dbfm,https://storage.googleapis.com/leitmotiv-multi/regio-image-2022-01/1139781/xtralarge/2022.1_die_erscheinung_des_christus.jpg,Regioactive
15/02/2022,Mannheim,Capitol,Waldhofstraße 2,68169,49.4973699,8.47254,Vortrag,Ehre den Kolonialpionieren? Nationalsozialistische Straßennamen und diverse Stadtgesellschaft,19:00,undefiniert,"Eine Voranmeldlung bei Teilnahme vor Ort ist erforderlich: ticketing@capitol-mannheim.de oder 0621 336 73 33
Podiumsgespräch | Mit Hermann von Wissmann, Karl Peters, ... ",https://www.regioactive.de/vortrag/ehre-den-kolonialpionieren-nationalsozialistische-strassennamen-und-diverse-stadtgesellschaft-mannheim-capitol-2022-02-15-hJzbVVDZFW,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-11/1132600/xtralarge/15.2._capitol_strassennamen_kf045253.jpg,Regioactive
15/02/2022,Mannheim,Museumsscheuer,Rathausstraße,69221,49.45199966,8.676839828,Konzert,Blues Session,19:30,22:00,Es geht wieder los - Blues Session mit der ElVille Bluesband zu Gast: Sandie Wollasch und Kosho Koschorreck Die ElVille Bluesband hat Kosho zu Gast Die ElVille Bluesband um ... ,https://www.regioactive.de/konzert/blues-session-dossenheim-museumsscheuer-2022-02-15-tickets-g29bhPYPcL,https://storage.googleapis.com/leitmotiv-multi/regio-image-2022-02/1142806/xtralarge/image1.jpeg,Regioactive
15/02/2022,Mannheim,Institut Français,11 C4,68159,49.4885767,8.461875916,Stream,Virtuelles Gespräch mit Marcel Wagner (SWR),19:30,undefiniert,Bereits am 10. April 2022 steht die erste Runde der Wahl an; aller Voraussicht nach fällt die Entscheidung nach zwei Runden. Dem höchsten Amt in Frankreich wird eine große ... ,https://www.regioactive.de/virtuell/virtuelles-gespraech-mit-marcel-wagner-swr-mannheim-institut-francais-2022-02-15-7MJrlVRF2x,https://image.shutterstock.com/image-photo/concept-image-business-acronym-eod-260nw-332349266.jpg,Regioactive
15/02/2022,Mannheim,Blau,Jungbuschstr. 14,68159,49.49368,8.45883,Freizeit,Pub Quiz im Blau,20:00,22:30,"Seit September gibt's immer dienstags das: PUB QUIZ im Blau! Gespielt wird drinnen, mit max. 6 Gruppen. (Anmeldungen per PN oder direkt im Blau von Vorteil) Das Quiz geht ... ",https://www.regioactive.de/freizeit/pub-quiz-im-blau-mannheim-2022-02-15-3GTDbhtJpH,https://image.shutterstock.com/image-photo/concept-image-business-acronym-eod-260nw-332349266.jpg,Regioactive
15/02/2022,Mannheim,Nationaltheater Mannheim - Oberes Foyer,Goetheplatz 1,68161,49.48818357,8.477790925,Oper,Begegnung...,20:00,undefiniert,Moderation Albrecht Puhlmann Bitte beachten Sie: Anmeldung über die Theaterkasse erforderlich: Tel.: 0621 1680 150 E-Mail: nationaltheater.kasse@mannheim.de Hier ... ,https://www.regioactive.de/oper/begegnung-mannheim-nationaltheater-oberes-foyer-2022-02-15-4WXDBLy0lj,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-05/1101863/xtralarge/ntm_logo_bildmarke_schwarz.eps.jpg,Regioactive
15/02/2022,Mannheim,Barrios Cocktail Lounge,"Q5, 4",68161,49.48749248,8.470666921,Club,Du willst entspannt neue Leute kennenlernen? - Socialmatch!,20:00,22:00,Kennenlernen in Mannheim mal ganz anders! Bei dem eigens für diese Veranstaltung konzipierten Socialmatch-Spiel lernen sich 10 Teilnehmer bei einem einmaligen Bar-Event ... ,https://www.regioactive.de/party/du-willst-entspannt-neue-leute-kennenlernen-socialmatch-mannheim-barrios-cocktail-lounge-2022-02-15-tickets-tZY6zvhKVN,https://storage.googleapis.com/leitmotiv-multi/regio-image-2020-06/1062702/xtralarge/flyer_v02.jpg,Regioactive
16/02/2022,Mannheim,TECHNOSEUM,Museumsstr. 1,68165,49.47629615,8.497489952,Kunst,Arbeit & Migration. Geschichten von hier,09:00,17:00,Sonderausstellung Vom Homo Heidelbergensis als „erstem Migranten“ über „Gastarbeiter“ als Motor des Aufschwungs bis hin zu den erfolgreichen Unternehmerinnen und Unternehmern ... ,https://www.regioactive.de/ausstellung/arbeit-migration-geschichten-von-hier-mannheim-technoseum-2022-02-16-GHMnj6nVYB,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-10/1125474/xtralarge/plakat_technoseum_2021d_0084_02.jpg,Regioactive
16/02/2022,Mannheim,Museum Zeughaus,C5,68159,49.48799896,8.461449623,Kunst,Tutanchamun - Sein Grab und die Schätze,10:00,undefiniert,Nach erfolgreicher Tour in den USA kommt die Sensationsausstellung endlich wieder nach Deutschland zurück. Der original- und maßstabsgetreue Nachbau der Grabkammern des ... ,https://www.regioactive.de/ausstellung/tutanchamun-sein-grab-und-die-schaetze-mannheim-museum-zeughaus-2022-02-16-tickets-LpJBXxzmbn,https://www.eventim.de/obj/media/DE-eventim/teaser/222x222/2021/tutanchamun-tickets-2021.jpg,Regioactive
16/02/2022,Mannheim,Kunsthalle,Friedrichsplatz 4,68165,49.48277778,8.475277778,Kunst,Bewegte Zeichnung - Robbie Cornelissen,10:00,undefiniert,Der Niederländer Robbie Cornelissen ist einer der bedeutendsten zeitgenössischen Zeichner. Die Ausstellung mit teils wandfüllenden Zeichnungen und ... ,https://www.regioactive.de/ausstellung/bewegte-zeichnung-robbie-cornelissen-mannheim-kunsthalle-2022-02-16-sMxKyJpc73,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-05/1102490/xtralarge/de_wachtkammer_2004_peter_cox_2005_027_kopie.jpg,Regioactive
16/02/2022,Mannheim,Rhein-Neckar Zentrum,Bürgermeister-Neff-Straße 14,68519,49.52674,8.56829,Kunst,Die Terrakottaarmee & das Vermächtnis des ewigen Kaisers,10:00,undefiniert,Die eindrucksvolle und imposante Ausstellung über die Terrakotta-Armee des großen Kaisers Qin Shi Huang Di mit den originalgetreuen Repliken der legendären Soldaten vermittelt ... ,https://www.regioactive.de/ausstellung/die-terrakottaarmee-das-vermaechtnis-des-ewigen-kaisers-viernheim-rhein-neckar-zentrum-2022-02-16-tickets-0V3CMDvwGW,https://www.eventim.de/obj/media/DE-eventim/teaser/222x222/2021/das-vermaechtnis-des-ewigen-kaisers-tickets-2020-222x222.jpg,Regioactive
16/02/2022,Mannheim,Kunsthalle,Friedrichsplatz 4,68165,49.48277778,8.475277778,Kunst,Mindbombs,10:00,undefiniert,"RAF, NSU und IS stehen für terroristische Gruppen, deren extremistische Propaganda und politische Gewalt die bildenden Künste zu entschiedenen Reaktionen ... ",https://www.regioactive.de/ausstellung/mindbombs-mannheim-kunsthalle-2022-02-16-DjcJPydpY8,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-05/1102487/xtralarge/grimonprez_leila_khaled_palestinian_hijacker_august_1969.jpg,Regioactive
16/02/2022,Mannheim,Kunsthalle,Friedrichsplatz 4,68165,49.48277778,8.475277778,Kunst,Sofia Duchovny: Going Red,10:00,undefiniert,"Im STUDIO zeigt die Kunsthalle Arbeiten von Sofia Duchovny, der diesjährigen Preisträgerin der Kunststiftung Rainer Wild. In ihren Arbeiten nutzt Duchovny flexible ... ",https://www.regioactive.de/ausstellung/sofia-duchovny-going-red-mannheim-kunsthalle-2022-02-16-rmg628S2f6,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-11/1131611/xtralarge/invite_sofiaduchovny_mannheim_3840x2160_30fps_frameames0.jpg,Regioactive
16/02/2022,Mannheim,Kunsthalle,Friedrichsplatz 4,68165,49.48277778,8.475277778,Kunst,Fokus Sammlung – neu präsentiert,10:00,undefiniert,Die Sammlungspräsentation im Obergeschoss des Jugendstilbaus der Kunsthalle Mannheim wird ab dem 12. November 2021 komplett neu kuratiert und widmet sich dann den ... ,https://www.regioactive.de/ausstellung/fokus-sammlung-neu-praesentiert-mannheim-kunsthalle-2022-02-16-b0MPbl6VCF,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-07/1109847/xtralarge/dan00920.jpg,Regioactive
16/02/2022,Mannheim,Marchivum,Archivplatz 1,68169,49.49999481,8.46137166,Kunst,Typisch Mannheim: Die Stadtgeschichtliche Ausstellung im MARCHIVUM,10:00,undefiniert,Die Ausstellung im MARCHIVUM zeichnet die über 400 Jahre alte Historie Mannheims auf bisher nie dagewesene Weise nach. Der Bogen reicht von der Gründung der Stadt ... ,https://www.regioactive.de/ausstellung/typisch-mannheim-die-stadtgeschichtliche-ausstellung-im-marchivum-2022-02-16-kLqR3CYlmH,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-10/1127806/xtralarge/stadtmodell_arge_tatewerk_finkemedia.jpg,Regioactive
16/02/2022,Mannheim,"RomnoKher - Haus für Kultur, Bildung und Antiziganismusforschung","B 7,16",68159,49.4920002,8.455678,Kunst,"„… vergiss die Photos nicht, das ist sehr wichtig…“ – Die Verfolgung mitteldeutscher Sinti und Roma im Nationalsozialismus",10:00,17:00,"Öffnungszeiten: 24.01.2022 bis 28.02.2022 Mo, Mi, Do 10- 17 Uhr Di 10-18 Uhr Sa, den 19.02. 12-15 Uhr (Einlassende 30 Min vor Schließung) Eröffnung 24.01. um 18:30 Uhr: ... ",https://www.regioactive.de/ausstellung/vergiss-die-photos-nicht-das-ist-sehr-wichtig-verfolgung-mitteldeutscher-sinti-und-roma-im-nationalsozialismus-mannheim-romnokher-haus-fuer-kultur-bildung-antiziganismusforschung-2022-02-16-tickets-T73YCnRqsZ,https://storage.googleapis.com/leitmotiv-multi/regio-image-2022-01/1140322/xtralarge/ausstellung.jpg,Regioactive
16/02/2022,Mannheim,Reiss-Engelhorn-Museen (rem),Museum Weltkulturen D5,68159,49.48880241,8.462019269,Kunst,gesichtslos – Frauen in der Prostitution,11:00,undefiniert,"Eine Ausstellung der Beratungsstelle Amalie in Zusammenarbeit mit den Reiss-Engelhorn-Museen
Die Ausstellung „gesichtslos – Frauen in der Prostitution“ ... ",https://www.regioactive.de/ausstellung/gesichtslos-frauen-in-der-prostitution-mannheim-reiss-engelhorn-museen-rem-2022-02-16-NDgvzj4KjL,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-06/1104192/xtralarge/amalie300_hyp_yerlikaya_9564.jpg,Regioactive
16/02/2022,Mannheim,Reiss-Engelhorn-Museen (rem),Museum Weltkulturen D5,68159,49.48880241,8.462019269,Kunst,Ägypten - Land der Unsterblichkeit,11:00,undefiniert,"Die Ausstellung findet im Museum Weltkulturen (D5) statt.
Seit 2014 ist das faszinierende Reich der Pharaonen in den Reiss-Engelhorn-Museen zu Hause. Mit dem neu ... ",https://www.regioactive.de/ausstellung/aegypten-land-der-unsterblichkeit-mannheim-reiss-engelhorn-museen-rem-2022-02-16-JbfLC2FRsJ,https://storage.googleapis.com/leitmotiv-multi/regio-image-2018-10/896219/xtralarge/20170811_aegypten_website_slider.jpg,Regioactive
16/02/2022,Mannheim,Port25,Hafenstraße 25 - 27,68159,49.4946399,8.45708,Kunst,Myriam Holme — ein kräftiger hauch​,11:00,undefiniert,"Myriam Holme wird eine ebenso stille und poetische wie kraftvolle Materialmalerei installieren, in der die Grenzen zwischen den Medien und Gattungen verschwimmen.
Raum und ... ",https://www.regioactive.de/ausstellung/myriam-holme-ein-kraeftiger-hauch-mannheim-port25-2022-02-16-4TmZvyfmG6,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-11/1132906/xtralarge/unnamed.jpg,Regioactive
16/02/2022,Mannheim,Theaterhaus G7,"G7, 4b",68159,49.4915689,8.4626637,Sonstige,Miteuchmittwoch,12:00,20:00,Der Miteuchmittwoch – das open house-Format für eine bessere Wochenmitte! Die Cafébar und unser Hofgarten ist von 12 bis 20 Uhr geöffnet. Wenn ihr also mittwochs nen Ort zum ... ,https://www.regioactive.de/sonstige/miteuchmittwoch-mannheim-theaterhaus-g7-2022-02-16-9JcXMC8vHl,https://image.shutterstock.com/image-photo/concept-image-business-acronym-eod-260nw-332349266.jpg,Regioactive
16/02/2022,Mannheim,Nationaltheater Mannheim - Studio Werkhaus,Goetheplatz 1,68161,49.48818357,8.477790925,Theater,Body Boom Boom Brain,18:00,undefiniert,"Dieser Moment, in dem alles aus dem Ruder läuft: wo Du am liebsten abhauen oder in einem Lavasee untertauchen willst. Wenn die Ohren heiß werden, der Kopf rot ... ",https://www.regioactive.de/theater/body-boom-brain-mannheim-nationaltheater-studio-werkhaus-2022-02-16-gj7yYkNjg6,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-05/1101863/xtralarge/ntm_logo_bildmarke_schwarz.eps.jpg,Regioactive
16/02/2022,Mannheim,TECHNOSEUM,Museumsstr. 1,68165,49.47629615,8.497489952,Show,*VERSCHOBEN* Lecture Performance: Songs of Gastarbeiter Vol. 2,19:00,undefiniert,"Mit Bülent Kullukcu und İmran Ayata Junge Männer machen sich in den 60er-Jahren aus Italien, der Türkei und anderen Ländern Europas in Richtung Deutschland auf, um hier zu ... ",https://www.regioactive.de/show/verschoben-lecture-performance-songs-of-gastarbeiter-vol-2-mannheim-technoseum-2022-02-16-tickets-HWRVbwJgqr,https://storage.googleapis.com/leitmotiv-multi/regio-image-2022-01/1138914/xtralarge/2011d_0075_19.jpg,Regioactive
16/02/2022,Mannheim,Nationaltheater Mannheim - Opernhaus,Goetheplatz 1,68161,49.48818357,8.477790925,Oper,Der fliegende Holländer,19:00,undefiniert,"Ein Fluch lastet auf dem Fliegenden Holländer: Bis in alle Ewigkeit muss er die Weltmeere durchsegeln, ohne jemals Ruhe zu finden. Nur alle sieben Jahre darf er an Land, ... ",https://www.regioactive.de/oper/der-fliegende-hollaender-mannheim-nationaltheater-opernhaus-2022-02-16-tickets-svJzpLPc3s,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-05/1101863/xtralarge/ntm_logo_bildmarke_schwarz.eps.jpg,Regioactive
16/02/2022,Mannheim,Radio Regenbogen Harald Wohlfahrt Palazzo,Europaplatz 1 (beim Planetarium / ADAC Parkplatz) Wilhelm-Varnholt-Allee,68165,49.476797,8.4940635,Show,Radio Regenbogen Harald Wohlfahrt Palazzo,19:30,23:30,Radio Regenbogen Harald Wohlfahrt Palazzo findet statt! Mit einem bis aufs Detail ausgereiften Hygienekonzept findet der Radio Regenbogen Harald Wohlfahrt Palazzo ab dem 1. ... ,https://www.regioactive.de/show/radio-regenbogen-harald-wohlfahrt-palazzo-mannheim-2022-02-16-tickets-Scv18wj7rW,https://storage.googleapis.com/leitmotiv-multi/regio-image-2021-09/1117803/xtralarge/rrpalazzo2021_va_kalender_1500x1500px.jpg,Regioactive
16/02/2022,Mannheim,Planetarium,Wilhelm-Varnholt-Allee 1,68165,49.47739122,8.492844107,Kino,Planeten - Expedition ins Sonnensystem,19:30,undefiniert,"Ferngesteuerte Raumsonden haben alle unsere Planeten erkundet und viel Spannendes entdeckt. Reisen Sie mit uns zu diesen Welten. Die erste Station ist der Mond, der einzige ... ",https://www.regioactive.de/kino/planeten-expedition-ins-sonnensystem-mannheim-planetarium-2022-02-16-bPQ7g1T6Tl,https://image.shutterstock.com/image-photo/concept-image-business-acronym-eod-260nw-332349266.jpg,Regioactive
